,ID,Pseudodiptomus.Adult,Psedodiptomus.copepidite,Acanthocyclops.adult,Acanthocyclops.copepididte,Cyclopoid.sp.,Cyclopoid.nauplii,Calanoid.naulpii,Harpaticoid,Daphnia.pulex,Daphnia.laevis,Daphnia.magna,Daphnia.mendotea,Ceriodaphnia.sp.,Simocephalus.sp.,Bosmina.sp.,Sididae,Chydorus.sphaericus,Eurycercus,Alona,Chydoridae,Diaphanosoma,Scapholeberis,Cladocera.embryo,Eucypris,Ilyocypris,Cypridopsis,Gammarus,Rotifer,Polychaete,Acari,Chironomid.larvae,Oliogochaete,Gastropod,Tardigrade,Nematode,Hyalella,Hydra,Terrestrial.insect,Collembola,Baetidae,Diptera,Hydroptilidae,Coleoptera,Ephemerellidae,Odonata,Bivalve,Trichoptera,Corixidae,Fish.larvae,Ilyocryptus,Streblocerus,Moina,DATE,LOCATION,TIME,TEMP..C.,EC...s.cm.,SPC...s.cm.,TDS..mg.L.,SALINITY..PSU.,DO....sat.,DO..mg.L.,pH,TURBIDITY..NTU.,CHL...g.L.,BGA...g.L.,Start.Rotation,End.Rotation,ZOOP.SCORE..1.10.,Notes,VolumeSampled
568,ROOS3_4/25/2022_7:40,0,353.6776513,2122.065908,34306.73218,0,0,353.6776513,0,35014.08748,0,0,707.3553026,61893.58898,1414.710605,21220.65908,2122.065908,4244.131816,0,4244.131816,0,0,6012.520072,0,707.3553026,0,0,0,6366.197724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1061.032954,0,707.3553026,0,0,4/25/2022,ROOS3,7:40,16.824,900,1064,691.509,0.53,43.7,4.2,7.56,34.8,3.43,-0.31,15,15,6,,0.353429174
569,ROOS3_4/4/2022_8:00,0,176.8388257,353.6776513,5305.16477,0,176.8388257,530.516477,0,7250.391852,0,0,0,29532.08388,353.6776513,1414.710605,0,6719.875375,0,353.6776513,0,0,0,0,176.8388257,0,0,0,1591.549431,0,0,0,0,0,0,0,0,176.8388257,0,0,0,0,0,0,0,0,0,0,176.8388257,0,176.8388257,0,0,4/4/2022,ROOS3,8:00,15.386,958,1173,762.433,0.59,54.3,5.41,7.86,23,6.41,0.04,15,15,7,,0.353429174
570,RRCAN_1/10/2022_9:20,0,0,997.0503728,8774.043281,0,0,465.290174,132.9400497,1063.520398,0,0,0,132.9400497,0,66.47002486,0,0,0,132.9400497,0,0,0,0,132.9400497,0,0,0,8973.453356,0,0,0,66.47002486,0,0,66.47002486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.47002486,0,1/10/2022,RRCAN,9:20,10.076,554,775,502.781,0.38,74.6,8.36,8.01,120.84,4.77,0.6,88284,88812,5,,1.002958353
571,RRCAN_1/17/2022_11:15,0,0,0,31685.57164,0,0,247.5435285,247.5435285,1237.717642,0,0,0,4455.783512,0,742.6305854,0,0,0,0,0,0,0,247.5435285,495.0870569,0,0,0,20051.0258,0,0,247.5435285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1/17/2022,RRCAN,11:15,9.743,597,843,584.312,0.42,72.8,8.25,8,102.46,4.4,0.46,99095,99414,4,,0.605954005
572,RRCAN_1/24/2022_10:20,0,0,0,6832.246817,0,0,107.8775813,107.8775813,1150.694201,0,0,0,215.7551626,0,35.95919377,0,179.7959689,0,143.8367751,0,0,0,0,35.95919377,0,0,0,4818.531966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1/24/2022,RRCAN,10:20,9.808,615,867,563.537,0.43,89.6,10.11,8.12,122.94,5.51,0.5,107345,107711,3,,0.695232495
573,RRCAN_1/3/2022_9:30,0,0,394.3390239,3549.051215,0,0,394.3390239,225.3365851,507.0073164,0,112.6682925,0,281.6707313,0,112.6682925,0,225.3365851,0,112.6682925,0,0,0,0,0,0,0,0,858109.883,0,0,0,56.33414627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1/3/2022,RRCAN,9:30,6.362,461.5,716,465.501,0.35,83.9,10.3,7.97,208.08,5.37,0.8,66638,67261,4,,1.183414875
574,RRCAN_1/31/2022_9:10,0,0,244.2889081,13069.45658,0,610.7222701,610.7222701,1587.877902,11970.15649,0,244.2889081,0,4152.911437,0,488.5778161,244.2889081,366.4333621,0,122.144454,0,0,0,244.2889081,0,0,0,0,4641.489253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1/31/2022,RRCAN,9:10,10.017,530,743,482.233,0.37,74.8,8.44,7.77,148.45,7.39,-1.41,635330,635761,6,,0.818702747
575,RRCAN_11/15/2021_8:40,6.697742962,0,6.697742962,468.8420074,0,20.09322889,0,200.9322889,6.697742962,0,0,0,0,0,294.7006904,0,642.9833244,0,421.9578066,0,0,0,0,13.39548593,0,13.39548593,6.697742962,395.1668348,0,0,6.697742962,20.09322889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.79097185,0,11/15/2021,RRCAN,8:40,14.192,289,364,236.519,0.18,82.3,8.34,7.93,56.72,5.59,0.79,559139,559794,1,,1.24420023
576,RRCAN_11/22/2021_10:40,3.794180878,3.794180878,7.588361757,485.6551524,0,3.794180878,22.76508527,3.794180878,0,0,0,0,0,0,56.91271317,0,421.1540775,0,79.67779844,0,0,0,0,0,0,3.794180878,0,34.1476279,0,0,3.794180878,0,0,0,7.588361757,0,3.794180878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11/22/2021,RRCAN,10:40,12.903,552,719,467.32,0.35,71.4,7.51,8.05,84.55,6.02,0.37,3840,4395,2,,1.054245996
577,RRCAN_11/29/2021_8:15,0,0,67.60820988,1419.772407,0,0,162.2597037,13.52164198,13.52164198,0,0,0,0,0,338.0410494,0,730.1686667,0,54.0865679,0,0,0,0,13.52164198,0,40.56492593,0,1230.46942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11/29/2021,RRCAN,8:15,10.726,618,849,551.999,0.42,78.8,8.71,8.16,35.2,15.28,1.15,593041,593625,1,,1.109332724
578,RRCAN_11/8/2021_10:30,414.7258271,129.601821,25.9203642,1296.01821,0,0,492.4869197,0,0,0,0,0,0,0,790752.5506,0,103.6814568,0,0,0,25.9203642,0,0,0,0,0,0,673.9294692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11/8/2021,RRCAN,10:30,14.991,835,1033,667.2,0.51,73.7,7.31,8.22,152.03,21.07,0.84,537063,537740,2,,1.285990161
579,RRCAN_12/14/2021_10:10,0,0,225.9410287,3276.144916,0,0,338.911543,150.6273525,0,0,37.65683812,0,112.9705143,0,75.31367623,0,527.1957336,0,150.6273525,0,0,0,0,0,0,0,0,771437.9856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263.5978668,0,12/14/2021,RRCAN,10:10,8.776,433.2,627,407.848,0.31,86.2,9.97,8.11,305.77,9.43,1.27,4819,5518,1,,1.327780093
580,RRCAN_12/20/2021_9:30,0,0,45.85736906,3439.30268,0,0,45.85736906,45.85736906,412.7163216,0,45.85736906,0,91.71473813,0,137.5721072,0,321.0015835,0,91.71473813,0,0,0,0,183.4294763,0,0,0,1860708.607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12/20/2021,RRCAN,9:30,7.397,439.2,662,430.588,0.32,90.6,9.41,7.86,104.76,4.11,1.12,17394,17968,3,,1.090337301
581,RRCAN_12/28/2021_9:50,0,0,239.2920955,3350.089337,0,59.82302387,59.82302387,59.82302387,1196.460478,0,59.82302387,0,299.1151194,0,59.82302387,179.4690716,0,0,0,0,0,0,0,119.6460478,0,0,0,11127.08244,0,0,59.82302387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12/28/2021,RRCAN,9:50,7.813,448.2,667,433.82,0.33,83.9,9.93,7.99,254.44,6.33,2.33,51828,52488,3,,1.253697941
582,RRCAN_12/6/2021_8:15,0,5.277620019,0,591.0934421,0,0,5.277620019,137.2181205,0,0,0,0,0,5.277620019,47.49858017,0,374.7110213,0,63.33144022,0,0,0,0,5.277620019,0,0,0,522.4843818,0,0,0,5.277620019,0,10.55524003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12/6/2021,RRCAN,8:15,11.318,518,702,455.751,0.34,82.2,8.96,8.16,50.28,21.56,1.59,606935,607600,1,,1.263195653
583,RRCAN_2/14/2022_8:50,0,83.82843899,167.656878,7879.873265,0,0,167.656878,670.6275119,7460.73107,0,0,0,6035.647607,0,670.6275119,83.82843899,1005.941268,0,670.6275119,0,0,0,167.656878,167.656878,0,83.82843899,0,1425.083463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2/14/2022,RRCAN,8:50,13.668,763,972,631.867,0.48,69.1,7.08,7.86,86.23,6.33,0.84,679500,680128,5,,1.192912587
584,RRCAN_2/21/2022_8:40,0,0,43.22188808,4711.185801,0,0,0,43.22188808,3371.307271,0,0,0,4711.185801,0,1296.656643,43.22188808,864.4377617,43.22188808,129.6656643,0,0,0,0,0,0,0,0,821.2158736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2/21/2022,RRCAN,8:40,11.98,696,927,602.187,0.46,84.6,9.09,8.07,70.48,8.23,1.03,709908,710517,4,,1.156821282
586,RRCAN_2/7/2022_8:30,0,0,0,8621.088483,0,0,111.2398514,111.2398514,6285.051605,0,166.8597771,0,889.9188117,55.61992571,11290.84492,0,389.33948,0,166.8597771,0,0,0,166.8597771,0,0,0,0,945.5387368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2/7/2022,RRCAN,8:30,9.336,435.1,621,403.954,0.3,84,9.6,8.03,99.26,6.76,1.15,663152,663783,5,,1.198611214
587,RRCAN_3/14/2022_8:40,0,0,0,38884.96259,0,119.6460388,1675.044543,0,358.9381163,0,0,0,0,0,957.1683101,0,119.6460388,0,119.6460388,0,0,0,0,0,0,0,0,14118.23258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3/14/2022,RRCAN,8:40,13.37,568,730,474.832,0.36,101.13,10.12,8.16,52.93,12.81,0.63,804926,805586,3,,1.253697941
588,RRCAN_3/21/2022_8:30,0,0,70.86727531,12472.64046,0,0,850.4073034,70.86727531,0,0,0,0,708.6727531,0,1204.74368,0,496.0709272,0,70.86727531,0,0,0,0,0,0,0,0,8787.542141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3/21/2022,RRCAN,8:30,13.499,527,674,437.807,0.33,85.8,8.85,8.04,57.45,9.17,0.29,836845,837495,3,,1.234702518
589,RRCAN_3/28/2022_8:40,0,124.3565314,0,10819.01823,0,0,373.0695941,248.7130628,0,0,0,0,621.7826569,124.3565314,5471.687381,0,870.4957197,0,124.3565314,0,0,0,0,0,0,0,0,2544832.058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3/28/2022,RRCAN,8:40,18.233,537,616,401.137,0.3,89.4,8.41,8.61,34.35,23.04,0.49,870292,870927,2,,1.206209383
590,RRCAN_3/7/2022_8:30,0,118.9252884,59.46264421,8503.158123,0,0,178.3879326,118.9252884,1843.34197,0,0,0,2437.968412,118.9252884,118.9252884,0,594.6264421,0,118.9252884,0,0,0,0,0,0,0,0,6243.577642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3/7/2022,RRCAN,8:30,11.286,834,1129,733.803,0.56,93.4,10.18,8.12,54.72,7.2,0.16,771962,772626,4,,1.261296111
591,RRSAC1_1/10/2022_9:10,5.585597844,1.861865948,20.48052543,178.739131,0,5.585597844,9.309329741,5.585597844,52.13224655,0,3.723731897,0,44.68478275,3.723731897,11.17119569,0,40.96105087,0,5.585597844,0,0,0,0,3.723731897,0,0,0,7.447463793,0,5.585597844,1.861865948,20.48052543,0,3.723731897,3.723731897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1/10/2022,RRSAC1,9:10,9.333,122.8,175.2,113.905,0.08,98.4,11.28,7.92,14.14,0.59,-0.06,87850,88285,1,,0.826300916
592,RRSAC1_1/17/2022_10:55,0,0.714304745,1.428609489,12012.22479,0,0.714304745,0.714304745,0,10.00026643,0,0,0,5.000133213,0,1.428609489,0,2.857218979,0,0.714304745,0,0,0,1.428609489,0.714304745,0,0,0,23.57205658,0,0,2.142914234,6.428742703,0,0.714304745,3.571523724,0,0.714304745,0,1.428609489,0.714304745,0,0,0,0,0,0,0,0,0,0,0,0,1/17/2022,RRSAC1,10:55,8.995,137.2,197.6,128.448,0.09,99.6,11.5,8,7.8,0.47,-0.03,98255,98992,1,,1.399962701
593,RRSAC1_1/24/2022_10:05,0.950257395,2.850772185,1.90051479,71.26930463,0,0,1.90051479,2.850772185,6.651801765,0,0,0,18.05489051,0,16.15437572,0,21.85592009,0,0,0,0,0,0,1.90051479,0,0,0,47.51286975,0,1.90051479,3.80102958,8.552316556,0,1.90051479,5.70154437,0,0,0,0.950257395,0.950257395,0,0,0,0,0,0,0,0,0,0,0,0,1/24/2022,RRSAC1,10:05,9.675,130.9,185,120.278,0.09,100.4,11.41,6.74,5.95,0.28,-0.17,106731,107285,1,,1.052346454
594,RRSAC1_1/3/2022_9:20,5.513642614,0,55.13642614,204.0047768,0,5.513642614,49.62278353,11.02728523,226.0593473,0,11.02728523,0,534.8233336,22.05457046,110.2728523,0,132.3274228,0,16.54092785,0,0,0,0,5.513642614,0,0,0,60.65006876,0,11.02728523,0,22.05457046,0,0,5.513642614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.513642614,0,0,1/3/2022,RRSAC1,9:20,6.776,121.9,187,121.543,0.09,95.9,11.7,7.88,7.64,0.75,0.04,66271,66705,1,,0.824401374
595,RRSAC1_1/31/2022_8:50,0,16.53746378,0,71.66234303,0,0,11.02497585,0,8.268731888,0,0,0,16.53746378,0,8.268731888,2.756243963,35.83117151,0,0,0,0,0,0,0,0,0,0,5.512487925,0,2.756243963,2.756243963,0,0,0,0,0,2.756243963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1/31/2022,RRSAC1,8:50,9.44,127,180.7,113.453,0.09,101.3,11.58,7.96,46.44,0.51,0.27,634926,635117,1,,0.362812586
596,RRSAC1_11/15/2021_8:25,0,3.025532166,12.10212866,66.56170765,0,9.076596498,0,9.076596498,27.22978949,0,0,0,36665.81921,3.025532166,54.45957899,0,15.12766083,0,9.076596498,0,0,0,0,0,0,3.025532166,0,15.12766083,0,3.025532166,0,45.38298249,0,3.025532166,3.025532166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11/15/2021,RRSAC1,8:25,14.134,144,181.8,118.166,0.09,93.1,9.56,7.78,16.06,1.43,0.34,558558,559138,1,,1.101734555
597,RRSAC1_11/22/2021_10:25,0,0,4.710895721,9.421791443,0,0,0,1.17772393,0,0,0,0,5.888619652,0,2.355447861,0,0,0,12.95496323,0,0,0,0,1.17772393,0,2.355447861,0,3.533171791,0,5.888619652,1.17772393,18.84358289,0,0,1.17772393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.355447861,0,0,11/22/2021,RRSAC1,10:25,12.364,142,187.2,121.599,0.09,96.9,10.34,7.99,9.62,0.42,-0.15,3395,3842,1,,0.849095424
598,RRSAC1_11/29/2021_8:00,0,0,0.791643003,21.37436108,0,0.791643003,0.791643003,0.791643003,7.916430028,0,0,0,8.708073031,0,0.791643003,0,2.374929008,0,4.749858017,0,0,0,0,0,0,0.791643003,0.791643003,8.708073031,0.791643003,3.958215014,3.958215014,15.83286006,0,1.583286006,3.958215014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.374929008,0,0,11/29/2021,RRSAC1,8:00,11.706,133.4,178.7,116.18,0.08,98.7,10.69,8.04,6.4,0.46,0.17,592368,593033,1,,1.263195653
600,RRSAC1_12/14/2021_10:00,0,0,4.859470125,31.58655581,0,0.809911687,2.429735062,0.809911687,5.669381812,0,0,0,7.289205187,0,6.4792935,0,1.619823375,0,0.809911687,0,0,0,0,0,0,0,0,26.72708569,0.809911687,0,2.429735062,14.57841037,0,3.23964675,8.099116875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.809911687,2.429735062,0,12/14/2021,RRSAC1,10:00,9.524,122.8,174.4,113.336,0.08,98,11.18,8.09,3.67,0.32,-0.14,4176,4826,1,,1.234702518
601,RRSAC1_12/20/2021_9:20,0,4.585736906,36.68589525,252.2155299,0,4.585736906,13.75721072,0,132.9863703,0,0,0,444.8164799,27.51442144,32.10015835,0,87.12900122,0,9.171473813,0,0,0,4.585736906,4.585736906,0,0,0,151.3293179,0,0,18.34294763,0,0,4.585736906,0,0,0,0,4.585736906,4.585736906,0,0,0,0,0,0,0,0,0,0,0,0,12/20/2021,RRSAC1,9:20,7.726,101,150.6,97.931,0.07,93.1,11.07,7.69,40.12,2.5,0.27,16818,17392,1,,1.090337301
602,RRSAC1_12/28/2021_9:40,0,2.288880856,0,28.99249084,0,0,0.762960285,0,12.20736456,0,0,0,6.866642568,0,3.051841141,1.525920571,6.103682282,0,0,0,0,0,0,0,0,0,0,0,0,1.525920571,5.340721997,2.288880856,0,0.762960285,0,0,0,0,4.577761712,0,0,0,0,0,0,0,1.525920571,0,0,0,0,0,12/28/2021,RRSAC1,9:40,7.395,73,109.9,71.45,0.05,96.5,11.6,7.75,41.47,1.94,0.23,51141,51831,1,,1.310684212
603,RRSAC1_12/6/2021_7:50,0,0,0,35.3377991,0,0,0.906097413,0.906097413,7.248779303,0,0,0,21.74633791,0,6.34268189,0,2.718292239,0,0.906097413,0,0.906097413,0,0,1.812194826,0,0,0,22.65243532,0,5.436584477,0,4.530487064,0,0.906097413,0.906097413,0,0.906097413,0,0,0.906097413,0,0,0.906097413,0,0,0,0,0,0,0,0,0,12/6/2021,RRSAC1,7:50,12.035,135.3,179.9,116.91,0.09,97.6,10.51,8.14,2.66,0.98,0.12,606346,606927,1,,1.103634097
604,RRSAC1_2/14/2022_8:35,0,53.32684328,7.999026492,226.6390839,0,18.66439515,45.32781679,0,31.99610597,0,0,0,39.99513246,0,23.99707948,0,277.2995851,0,0,0,0,0,0,2.666342164,0,0,0,37.3287903,0,5.332684328,21.33073731,13.33171082,0,5.332684328,2.666342164,0,0,2.666342164,0,5.332684328,0,0,0,2.666342164,0,0,0,0,0,0,0,0,2/14/2022,RRSAC1,8:35,13.067,142.7,184.9,120.185,0.09,100.4,10.55,7.99,6.32,1.55,0.19,678728,679345,1,,1.172017621
605,RRSAC1_2/21/2022_8:35,3.298512511,36.28363763,6.597025023,204.5077757,0,3.298512511,125.3434754,0,3.298512511,0,0,0,16.49256256,0,13.19405005,0,300.1646386,6.597025023,13.19405005,0,0,0,0,0,0,0,0,92.35835033,0,0,6.597025023,26.38810009,0,9.895537531,9.895537531,0,0,3.298512511,0,3.298512511,0,0,0,0,0,0,0,0,0,0,0,0,2/21/2022,RRSAC1,8:35,11.838,131.6,175.8,114.248,0.08,100.9,10.91,8.02,9.48,0.77,0.21,709013,709583,1,,1.082739131
606,RRSAC1_2/28/2022_8:35,0.953700357,38.14801427,0.953700357,87.74043281,0,5.72220214,17.16660642,0.953700357,1.907400713,0,0,0,6.675902496,0,2.86110107,0.953700357,41.00911534,0,2.86110107,0,0,0,0,0.953700357,0,0,0,53.40721997,0,0.953700357,15.25920571,13.35180499,0,2.86110107,3.814801427,0,0,0.953700357,0,0.953700357,0,0,0,0.953700357,0,0,0,0,0,0,0,0,2/28/2022,RRSAC1,8:35,10.126,126.3,176.4,114.644,0.08,102.9,11.57,7.93,3.72,0.22,-0.32,739541,740093,1,,1.048547369
607,RRSAC1_2/7/2022_8:20,0,10.94854621,0,64.7788984,0,0.912378851,10.94854621,0,15.51044046,0,0,0,28.28374437,0.912378851,10.94854621,0,41.05704828,1.824757701,2.737136552,0,1.824757701,0,0,0,0,0.912378851,0,26.45898667,0,2.737136552,3.649515403,10.03616736,0,0.912378851,4.561894254,0,0,1.824757701,0,1.824757701,0,0,0,0,0,0,0,0,0,0,0,0,2/7/2022,RRSAC1,8:20,9.767,126.3,178.3,115.764,0.08,104.9,11.9,8.18,3.42,1.8,0.38,662397,662974,1,,1.096035928
608,RRSAC1_3/14/2022_8:30,0,196.3104361,12.39855386,103.3212821,0,2.066425643,2.066425643,0,2.066425643,0,0,0,0,0,0,0,47.52778979,0,2.066425643,0,0,0,0,2.066425643,0,0,0,4.132851286,0,6.199276929,14.4649795,0,0,8.265702573,2.066425643,0,0,0,0,2.066425643,0,0,0,0,0,0,0,0,0,0,0,0,3/14/2022,RRSAC1,8:30,12.995,134.3,174.2,113.238,0.08,100.9,10.63,7.89,4.71,1.54,-0.31,804175,804754,1,,1.099835012
609,RRSAC1_3/21/2022_8:25,0,41.98106833,0,143.3146816,0,1.447623046,27.50483787,0,4.342869138,0,0,0,4.342869138,0,4.342869138,0,49.21918356,0,11.58098437,0,0,0,0,2.895246092,0,0,0,18.81909959,0,2.895246092,43.42869138,1.447623046,0,24.60959178,0,0,1.447623046,0,0,1.447623046,0,1.447623046,0,0,4.342869138,0,1.447623046,0,0,2.895246092,0,0,3/21/2022,RRSAC1,8:25,14.03,133.9,169.4,110.127,0.08,99.4,10.22,7.83,5.34,1.41,-0.35,836039,836666,1,,1.191013044
610,RRSAC1_3/28/2022_8:30,0,5.982302237,3.988201491,189.4395708,0,3.988201491,27.91741044,0,0,0,0,0,0,7.976402983,1.994100746,0,103.6932388,0,15.95280596,0,0,0,0,1.994100746,0,0,1.994100746,0,0,9.970503725,51.84661939,0,0,31.90561193,0,0,1.994100746,5.982302237,0,0,0,0,0,1.994100746,0,0,0,0,0,7.976402983,0,0,3/28/2022,RRSAC1,8:30,17.713,142.7,165.7,107.722,0.08,98.5,9.38,7.92,6.38,5.34,-0.35,869519,870119,1,,1.139725401
611,RRSAC1_3/7/2022_8:25,0,179.6991557,2.530974023,240.4425322,0,2.530974023,50.61948047,2.530974023,2.530974023,0,0,0,2.530974023,0,17.71681816,0,88.58409082,0,2.530974023,0,0,0,2.530974023,0,0,0,0,25.30974023,0,7.59292207,45.55753242,2.530974023,0,12.65487012,0,0,0,2.530974023,2.530974023,0,0,0,0,0,2.530974023,0,0,0,0,0,0,0,3/7/2022,RRSAC1,8:25,11.922,130.5,173.9,113.032,0.08,102.2,11.01,7.94,5.38,0.66,-0.29,771147,771797,1,,1.234702518
612,RRSAC2_1/10/2022_9:00,0,5.225236693,9.144164214,190.7211393,0,0,9.144164214,2.612618347,31.35142016,2.612618347,0,0,23.51356512,0,6.531545867,1.306309173,11.75678256,0,1.306309173,0,3.91892752,0,0,0,0,0,0,23.51356512,0,1.306309173,2.612618347,6.531545867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1/10/2022,RRSAC2,9:00,9.335,131.4,188.1,122,0.09,98,11.23,7.91,16.52,0.98,0.02,87443,87846,1,,0.765515561
613,RRSAC2_1/17/2022_10:15,0,6.528306013,32.64153006,92337.6659,0,0,32.64153006,32.64153006,78.33967215,0,0,0,78.33967215,0,32.64153006,0,6.528306013,0,0,0,0,0,0,6.528306013,0,0,0,267.6605466,0,0,6.528306013,32.64153006,0,0,6.528306013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1/17/2022,RRSAC2,10:15,9.013,164.7,235.7,152.159,0.11,98.9,11.42,8.02,15.29,1,0.05,97525,98101,2,,1.094136385
614,RRSAC2_1/24/2022_9:50,0,4.245504813,2.830336542,131.6106492,0,4.245504813,7.075841356,2.830336542,19.8123558,0,0,0,25.47302888,0,48.11572122,0,31.13370197,0,2.830336542,0,0,0,0,1.415168271,0,0,0,72.17358183,0,2.830336542,0,9.906177898,0,5.660673085,7.075841356,0,0,0,1.415168271,1.415168271,0,0,0,0,0,0,0,0,0,0,0,0,1/24/2022,RRSAC2,9:50,9.656,131.3,185.7,120.665,0.09,100.2,11.4,7.87,7.36,0.73,-0.17,106243,106615,1,,0.706629749
615,RRSAC2_1/3/2022_9:10,0,18.70133559,93.50667795,785.4560948,0,37.40267118,149.6106847,149.6106847,261.8186983,0,0,0,467.5333898,18.70133559,93.50667795,0,149.6106847,0,56.10400677,0,0,0,0,0,0,0,0,1814.029552,0,0,0,74.80534236,0,0,37.40267118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1/3/2022,RRSAC2,9:10,6.655,169.5,261,109.816,0.12,96.2,11.77,7.92,26.84,1.19,0.1,65701,66264,2,,1.069442335
616,RRSAC2_1/31/2022_8:40,0,0,36.50780838,3650.780838,0,0,73.01561676,109.5234251,2957.132479,0,0,0,657.1405509,109.5234251,146.0312335,73.01561676,109.5234251,0,0,0,0,0,0,36.50780838,0,0,0,803.1717844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1/31/2022,RRSAC2,8:40,9.768,317.1,448.9,293.001,0.22,94.2,10.67,7.83,71.47,3.37,0.83,633949,634670,5,,1.369570024
617,RRSAC2_11/15/2021_8:15,0,0,11.05971842,191.7017859,0,7.373145615,7.373145615,0,18.43286404,0,0,0,368.6572807,3.686572807,70.04488333,0,25.80600965,0,11.05971842,0,11.05971842,3.686572807,0,0,0,7.373145615,3.686572807,25.80600965,0,7.373145615,3.686572807,29.49258246,0,0,11.05971842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.74629122,0,0,11/15/2021,RRSAC2,8:15,14.12,144,181.7,118.15,0.09,91.6,9.4,7.78,10.8,0.96,0.2,558079,558555,1,,0.904182152
618,RRSAC2_11/22/2021_10:05,1.8153193,3.630638599,16.3378737,226.9149124,0,0,3.630638599,7.261277198,0,0,0,0,7.261277198,0,9.076596498,0,0,0,9.076596498,0,0,0,0,1.8153193,0,0,0,3.630638599,0,3.630638599,0,7.261277198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.630638599,1.8153193,0,11/22/2021,RRSAC2,10:05,12.161,180.8,239.7,154.497,0.11,96.9,10.39,8,14.24,1.02,-0.09,3105,3395,1,,0.550867277
619,RRSAC2_11/29/2021_7:50,0,0,8.661761192,98.16662684,0,2.887253731,0,0.96241791,3.849671641,0,0,0,4.812089551,0,2.887253731,0,7.699343281,0,1.92483582,0,0,0,0,0,0,0.96241791,0,24.06044775,0,2.887253731,0.96241791,7.699343281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11/29/2021,RRSAC2,7:50,11.587,128.6,244.8,155.105,0.11,98.8,10.72,8.09,6.68,0.65,0.13,591819,592366,1,,1.039049658
620,RRSAC2_11/8/2021_10:10,0,0,14.33890342,59.40402844,0,2.048414774,6.145244321,9.217866482,0,0,0,0,0,0,1.024207387,0,3.072622161,0,20.48414774,0,0,0,0,0,0,2.048414774,1.024207387,0,1.024207387,4.096829548,14.33890342,45.06512502,0,10.24207387,5.121036934,0,0,0,0,0,0,0,0,0,1.024207387,0,0,0,0,4.096829548,0,0,11/8/2021,RRSAC2,10:10,13.906,141.9,180,117.01,0.09,93.9,9.68,7.07,12.98,0.5,-0.22,535930,536444,1,,0.97636476
