ID,Pseudodiptomus.Adult,Psedodiptomus.copepidite,Acanthocyclops.adult,Acanthocyclops.copepididte,Cyclopoid.sp.,Cyclopoid.nauplii,Calanoid.naulpii,Harpaticoid,Daphnia.pulex,Daphnia.laevis,Daphnia.magna,Daphnia.mendotea,Ceriodaphnia.sp.,Simocephalus.sp.,Bosmina.sp.,Sididae,Chydorus.sphaericus,Eurycercus,Alona,Chydoridae,Diaphanosoma,Scapholeberis,Cladocera.embryo,Eucypris,Ilyocypris,Cypridopsis,Gammarus,Rotifer,Polychaete,Acari,Chironomid.larvae,Oligochaete,Gastropod,Tardigrade,Nematode,Hyalella,Hydra,Terrestrial.insect,Collembola,Baetidae,Diptera,Hydroptilidae,Coleoptera,Ephemerellidae,Odonata,Bivalve,Trichoptera,Corixidae,Fish.larvae,Streblocerus,Amphipod,Ilyocryptus,DATE,LOCATION,TIME,TEMP..C.,EC...s.cm.,SPC...s.cm.,TDS..mg.L.,SALINITY..PSU.,DO....sat.,DO..mg.L.,pH,TURBIDITY..NTU.,CHL...g.L.,BGA...g.L.,Start.Rotation,End.Rotation,ZOOP.SCORE..1.10.,Notes,VolumeSampled
TPSAC_2/18/2019_12:10,0,13.18303665,8.7886911,421.8571728,0,0,17.5773822,21.97172775,171.3794764,0,30.76041885,0,123.0416754,30.76041885,333.9702618,0,105.4642932,8.7886911,8.7886911,0,0,0,8.7886911,13.18303665,8.7886911,4.39434555,0,364.7306806,0,0,8.7886911,21.97172775,0,0,35.1547644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,TPSAC,12:10:00,7.958,99.8,147.8,96,0.07,90.1,10.67,7.19,96.51,2.76,1.17,6685,7284,1,NA,1.137825859
RGSAC_11/13/2018_12:40,0,0,3.691743316,20.67376257,0,0.738348663,5.906789306,0,2.953394653,0,0,0,67.92807701,0,13.29027594,0,5.168440642,0,0,0,0,0,2.953394653,3.691743316,0,0,2.21504599,9.598532622,2.953394653,0,0,0,0,0.738348663,0,0,2.21504599,0,0,0,0,1.476697326,1.476697326,0,0.738348663,0,1.476697326,0,0,0,0,NA,NA,RGSAC,12:40:00,9.76,120.7,170.2,111,0.08,96.7,10.98,7.62,4.01,1.88,0.77,6778,7491,1,NA,1.354373685
KLOGB_4/22/2019_10:50,0,83.69516643,83.69516643,2092.379161,0,0,334.7806657,0,0,0,0,0,83.69516643,83.69516643,10378.20064,0,7197.784313,334.7806657,0,0,0,0,0,0,0,0,0,18831.41245,0,0,0,0,0,0,0,0,0,83.69516643,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,KLOGB,10:50:00,21.912,273.6,770.7,501,0.38,99.5,8.72,7.71,15.23,8.17,0.66,6868,7497,3,NA,1.194812129
KLSAC_2/18/2019_12:15,0,3.397280568,27.17824455,305.7552512,0,3.397280568,16.98640284,10.19184171,105.3156976,0,0,0,149.480345,0,169.8640284,0,54.35648909,0,6.794561136,0,0,0,44.16464739,0,0,0,0,224.2205175,0,0,0,0,0,6.794561136,3.397280568,0,0,0,0,6.794561136,3.397280568,0,0,0,0,0,0,0,0,0,0,NA,NA,KLSAC,12:15:00,8.103,99.6,146.9,95,0.07,91.5,10.79,7.22,96.23,2.52,1.15,7295,7891,1,NA,1.132127232
KLOG_11/13/2018_13:10,0,0,43.15103253,19849.47496,0,43.15103253,1251.379943,0,0,0,0,0,604.1144554,258.9061952,431.5103253,0,43.15103253,43.15103253,0,0,0,0,0,0,0,0,0,3150.025375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,KLOG,13:10:00,10.347,441.7,612.5,398,0.3,91.4,10.19,7.42,12.97,9.35,1.17,7499,8109,4,NA,1.158720825
TPSAC_4/22/2019_10:55,0,35.63063261,35.63063261,400.8446169,0,4.453829077,4.453829077,0,40.08446169,0,0,4.453829077,57.899778,0,129.1610432,0,26.72297446,0,0,0,0,0,0,0,0,0,0,35.63063261,0,0,0,0,0,0,0,0,0,0,0,4.453829077,4.453829077,0,4.453829077,0,0,0,0,0,0,0,0,NA,NA,TPSAC,10:55:00,15.208,122.4,150.5,98,0.07,96,9.63,7.85,26.78,2.79,0.33,7523,8114,1,NA,1.12262952
SMSSL_2/19/2019_7:40,0,13.27166204,13.27166204,716.6697502,0,13.27166204,13.27166204,26.54332408,225.6182546,0,0,0,172.5316065,26.54332408,26.54332408,0,1605.871107,0,145.9882825,0,0,0,26.54332408,0,0,0,0,199.0749306,0,0,0,0,0,0,0,0,0,0,0,13.27166204,0,13.27166204,0,0,0,0,0,0,0,0,0,NA,NA,SMSSL,07:40:00,8.156,239.7,352.8,230,0.17,86.2,10.15,7.48,75.67,3.25,1.12,7895,8490,3,NA,1.13022769
TPSAC_11/13/2018_13:25,0,0,0,5107.835394,0,37.28347003,652.4607256,0,18.64173502,0,0,0,391.4764353,111.8504101,260.9842902,0,74.56694007,0,0,0,0,0,0,0,0,0,0,727.0276656,0,0,0,18.64173502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,TPSAC,13:25:00,10.007,221.1,309.7,202,0.15,95.2,10.73,7.64,5.84,4.28,0.84,8114,8820,3,NA,1.341076889
KLSAC_4/22/2019_11:10,4.538298249,22.69149124,4.538298249,471.9830179,0,4.538298249,40.84468424,0,45.38298249,0,0,0,58.99787723,40.84468424,254.1447019,4.538298249,27.22978949,0,0,0,0,0,4.538298249,4.538298249,0,0,0,4.538298249,0,0,0,9.076596498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,KLSAC,11:10:00,15.17,122.3,150,98,0.07,95.4,9.58,7.55,21.96,2.62,0.4,8129,8709,1,NA,1.101734555
SMSUT_2/19/2019_8:00,0,1.47877134,2.957542679,140.4832773,0,0,1.47877134,1.47877134,1.47877134,0,0,0,106.4715364,0,17.74525607,0,94.64136573,0,5.915085358,0,0,0,7.393856698,1.47877134,0,0,0,50.27822554,4.436314019,0,0,4.436314019,0,1.47877134,0,0,1.47877134,0,0,72.45979564,81.33242367,0,2.957542679,0,0,0,0,0,0,0,0,NA,NA,SMSUT,08:00:00,6.788,86.7,132.8,86,0.06,88.4,10.77,7.57,75.89,2.9,1.25,8491,9203,1,NA,1.352474143
SMSSL_4/22/2019_12:00,0,7.236324356,0,108.5448653,0,0,0,3.618162178,39.79978396,0,0,0,25.32713524,0,347.3435691,0,94.07221662,0,36.18162178,0,0,0,0,0,0,0,0,75.98140573,0,0,14.47264871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.236324356,3.618162178,0,0,NA,NA,SMSSL,12:00:00,17.395,422.1,493.4,321,0.24,87.2,8.31,7.65,17.49,2.77,0.58,8707,9289,1,NA,1.105533639
KLSAC_11/13/2018_13:35,0,0,0,1690.024388,0,7.041768283,105.6265243,0,0,0,0,0,154.9189022,56.33414627,98.584756,0,42.2506097,0,14.08353657,0,0,0,7.041768283,0,0,0,0,295.7542679,0,0,7.041768283,14.08353657,0,7.041768283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,KLSAC,13:35:00,9.916,149.4,209.5,136,0.1,96.7,10.93,7.64,3.43,2.29,0.7,8817,9440,2,NA,1.183414875
SMSAC_2/19/2019_8:20,0,2.293867524,6.881602574,231.6806199,0,2.293867524,4.587735048,2.293867524,68.81602574,0,25.23254276,0,57.34668812,6.881602574,110.1056412,0,13.76320514,2.293867524,2.293867524,0,0,0,4.587735048,4.587735048,0,0,0,96.34243602,0,0,6.881602574,2.293867524,0,0,27.5264103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,SMSAC,08:20:00,7.952,110.6,163.7,106,0.08,91.2,10.78,7.35,89.67,2.55,1.12,9207,9717,1,NA,0.968766591
SMSUT_4/22/2019_12:10,0,37.13880754,0,510.6586037,0,4.642350942,13.92705283,0,9.284701885,0,0,0,64.99291319,0,134.6281773,4.642350942,371.3880754,46.42350942,27.85410565,0,0,0,4.642350942,0,0,0,0,167.1246339,0,0,9.284701885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.284701885,0,NA,NA,SMSUT,12:10:00,16.107,236.8,164.5,107,0.08,94.7,9.32,7.67,11.95,2.28,0.26,9279,9846,1,NA,1.077040504
SMSSL_11/13/2018_14:20,0,58.65655675,205.2979486,1701.040146,0,0,190.6338094,0,14.66413919,0,0,0,410.5958973,14.66413919,161.3055311,0,557.2372892,58.65655675,73.32069594,0,0,0,0,14.66413919,0,0,0,747.8710986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,SMSSL,14:20:00,10.36,416.3,587.4,382,0.24,65.4,7.24,7.3,11.51,2.67,0.73,9472,10190,2,NA,1.363871397
ELDSAC_2/19/2019_8:55,0,0,329.026623,1809.646427,0,0,0,0,1250.301168,0,0,0,756.761233,0,625.1505838,0,296.1239607,0,0,0,0,0,98.70798691,0,0,0,0,3356.071555,0,0,65.80532461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,ELDSAC,08:55:00,8.067,112.7,166.4,108,0.08,91.2,10.77,7.25,75.45,2.66,1.12,9726,10366,2,NA,1.215707095
SMSAC_4/22/2019_12:25,23.78505709,15.85670472,7.928352362,808.691941,0,0,47.57011417,0,47.57011417,0,7.928352362,15.85670472,79.28352362,63.4268189,356.7758563,0,95.14022835,0,7.928352362,0,0,0,0,0,0,0,0,118.9252854,0,0,7.928352362,15.85670472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,SMSAC,12:25:00,15.272,123.1,151.1,98,0.07,95.7,9.59,7.58,23.31,2.43,0.39,9849,10513,1,NA,1.261296111
SMSAC_11/13/2018_14:25,0,3.234670334,0,1234.026733,0,3.234670334,54.98939568,3.234670334,3.234670334,0,0,0,171.4375277,0,42.05071434,0,9.704011005,0,9.704011005,0,0,0,3.234670334,6.469340668,0,0,0,48.52005501,0,0,3.234670334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,SMSAC,14:25:00,10.158,138.7,193.3,126,0.09,97.7,10.98,7.82,3.83,2.06,0.65,10187,10962,NA,NA,1.47214531
RRSAC4_2/19/2019_9:10,0,7.039571163,37.54437954,232.3058484,0,0,7.039571163,2.346523721,89.16790143,0,0,0,225.2662773,2.346523721,187.7218977,0,25.81176093,0,7.039571163,0,0,0,35.19785582,0,0,0,0,89.16790143,23.46523721,7.039571163,7.039571163,0,0,0,0,0,2.346523721,0,0,18.77218977,2.346523721,2.346523721,0,0,0,0,0,0,0,0,0,NA,NA,RRSAC4,09:10:00,8.133,114.9,169.2,110,0.08,91,10.73,7.2,79.13,2.3,1.06,10380,11021,2,NA,1.217606637
ACCSAC4_4/30/2019_7:00,0,5.230428186,47.07385367,543.9645313,0,0,20.92171274,0,5.230428186,0,0,0,381.8212576,0,130.7607047,0,88.91727913,0,5.230428186,0,0,0,277.2126938,0,0,0,0,31.38256911,0,0,0,0,0,5.230428186,0,0,0,0,0,0,10.46085637,0,0,0,0,0,0,0,0,0,0,NA,NA,ACCSAC4,07:00:00,16.201,110.6,132.9,86,0.06,96.8,9.51,7.38,27.64,3.38,0.41,10727,11398,NA,NEED ZOOP SCORES FOR 4/30/19,1.274592907
RRSAC3_2/19/2019_9:15,0,0,15.71336422,202.0289686,0,2.244766318,6.734298954,2.244766318,58.36392427,0,0,0,161.6231749,2.244766318,121.2173812,0,26.93719581,0,4.489532635,0,0,0,31.42672845,2.244766318,0,0,2.244766318,47.14009268,6.734298954,4.489532635,8.979065271,4.489532635,0,0,0,0,0,0,0,4.489532635,6.734298954,0,0,0,0,0,0,0,0,0,0,NA,NA,RRSAC3,09:15:00,8.109,116.2,171.2,111,0.08,91.2,10.76,7.24,81.65,2.46,1.06,11021,11593,1,NA,1.086538216
ACCSAC4_11/26/2018_7:00,0,51.99433056,181.9801569,1507.835586,0,51.99433056,77.99149583,0,77.99149583,0,0,0,233.9744875,0,155.9829917,0,77.99149583,0,51.99433056,0,0,0,51.99433056,25.99716527,0,0,0,2625.713693,0,0,0,0,0,25.99716527,0,0,0,0,0,25.99716527,0,0,0,0,0,0,0,0,0,0,0,NA,NA,ACCSAC4,07:00:00,11.807,119,159,103,0.08,87.9,9.51,7.24,7.1,3.47,0.5,11388,12063,2,NA,1.282191077
ACCSAC3_4/30/2019_7:15,0,33.6923262,33.6923262,606.4618716,0,8.42308155,0,0,0,0,0,0,572.7695454,0,25.26924465,0,84.2308155,0,25.26924465,0,0,0,783.3465841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,ACCSAC3,07:15:00,16.127,111.3,134,87,0.06,96.4,9.48,7.1,17.5,2.87,0.5,11400,12025,NA,NA,1.18721396
RRSAC2A_2/19/2019_9:20,0,0,111.1558332,747.7756055,0,0,40.42030301,20.2101515,565.8842421,0,0,0,990.2974237,80.84060603,959.9821963,0,101.0507575,0,0,0,0,0,111.1558332,20.2101515,0,0,0,414.3081058,20.2101515,0,10.10507575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,RRSAC2A,09:20:00,8.095,128.9,189.3,123,0.09,90.9,10.73,7.17,89.76,2.64,1.12,11605,11220,3,NA,1.413716694
ACCSAC2_4/30/2019_7:25,0,41.78115848,41.78115848,1525.012285,0,0,0,0,0,0,0,0,2026.386186,83.56231696,250.6869509,0,125.3434754,0,62.67173772,0,0,0,2945.571673,20.89057924,0,0,0,62.67173772,0,0,0,0,0,20.89057924,0,0,62.67173772,0,0,0,0,0,0,20.89057924,0,0,0,0,0,0,0,NA,NA,ACCSAC2,07:25:00,16.249,116.8,140.2,91,0.07,96,9.41,7.26,13.94,4.67,0.51,12146,12650,NA,NA,0.957369337
ACCSAC3_11/26/2018_7:10,0,0,24.89090292,1717.472302,0,0,74.67270877,0,174.2363205,0,0,0,199.1272234,0,248.9090292,0,174.2363205,24.89090292,24.89090292,0,0,0,0,0,0,0,0,2389.526681,0,0,24.89090292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,ACCSAC3,07:10:00,11.715,119.3,159.6,104,0.08,87.4,9.47,7.2,6.9,3.03,0.64,12185,12608,2,NA,0.803506408
RRSAC2B_2/19/2019_9:35,0,4.795432654,19.18173062,234.9762001,0,19.18173062,0,0,177.4310083,0,0,0,450.7706696,19.18173062,460.3615349,0,71.93148982,0,9.59086531,0,0,0,19.18173062,4.795432654,0,0,0,81.52235513,0,0,9.59086531,0,0,0,0,0,0,0,0,0,4.795432654,14.38629797,0,0,4.795432654,0,0,0,0,0,0,NA,NA,RRSAC2B,09:35:00,8.091,127.9,188.9,123,0.09,90.8,10.72,7.25,79.93,2.77,1.08,12224,12723,2,NA,0.947871625
RRSAC1_2/19/2019_10:15,0,0,10.14340264,50.71701319,0,0,0,0,2.028680527,0,0,0,6.086041582,1.014340264,12.17208316,0,4.057361055,0,0,0,0,0,3.043020791,2.028680527,0,0,1.014340264,13.18642343,6.086041582,0,8.11472211,0,0,0,2.028680527,0,1.014340264,0,1.014340264,2.028680527,2.028680527,0,0,0,0,0,0,0,0,0,0,NA,NA,RRSAC1,10:15:00,8.143,110.8,163.1,106,0.8,91.6,10.8,7.5,86.31,2.22,1.05,12726,13245,1,NA,0.985862472
ACCSAC1_4/30/2019_7:35,0,33.0576199,8.264404974,809.9116875,0,0,8.264404974,8.264404974,16.52880995,0,0,0,57.85083482,57.85083482,528.9219184,0,148.7592895,8.264404974,8.264404974,0,0,0,0,0,0,0,0,49.58642985,0,0,24.79321492,8.264404974,0,8.264404974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,ACCSAC1,07:35:00,15.59,95.8,116.7,76,0.05,98.9,9.81,7.26,11.68,3.2,0.51,12754,13391,NA,NA,1.210008468
ACCSAC2_11/26/2018_7:30,38.49671641,19.2483582,57.74507461,1578.365373,0,0,153.9868656,0,134.7385074,0,38.49671641,0,96.24179102,19.2483582,153.9868656,0,423.4638805,0,38.49671641,0,0,0,0,0,0,19.2483582,0,2040.32597,0,0,19.2483582,0,0,19.2483582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,ACCSAC2,07:30:00,11.825,128,170.9,111,0.08,83,8.97,7.01,11.21,3.72,0.74,12754,13301,2,NA,1.039049658
ACCSAC1_11/26/2018_7:45,11.22478885,22.44957769,33.67436654,1223.501984,0,11.22478885,89.79831078,0,202.0461992,0,0,0,44.89915538,22.44957769,67.34873307,0,44.89915538,0,22.44957769,0,0,0,0,0,0,0,0,1795.966216,0,0,22.44957769,11.22478885,0,11.22478885,11.22478885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,ACCSAC1,07:45:00,11.307,93.4,126.5,82,0.06,93,10.17,7.15,5.44,3.05,0.71,13309,13979,2,NA,1.272693365
ACC_4/30/2019_7:50,0,0,237.5643488,10452.83135,0,79.18811625,871.0692788,0,0,0,0,0,2296.455372,0,791.8811625,0,6097.484952,0,79.18811625,0,0,0,0,79.18811625,0,79.18811625,0,1979.702906,0,0,0,0,0,0,0,0,0,79.18811625,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,ACC,07:50:00,20.639,367.2,402.1,261,0.19,84.2,7.54,7.07,4.61,18.57,1.38,13395,13949,NA,NA,1.052346454
ACCSAC4_2/25/2019_7:00,0,57.85083482,25.71148214,623.503442,0,0,102.8459286,19.28361161,186.4082456,0,38.56722321,0,57.85083482,57.85083482,128.5574107,0,257.1148214,0,64.27870535,0,0,0,19.28361161,0,0,6.427870535,0,205.6918572,0,0,32.13935268,0,0,6.427870535,6.427870535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,ACCSAC4,07:00:00,9.17,107.4,153.7,100,0.07,90.9,10.45,7.85,33.17,2.62,0.61,13683,14313,2,NA,1.196711671
MNTFEA_4/30/2019_8:25,0,6.799826878,0,258.3934213,0,13.59965376,27.19930751,0,0,0,0,0,13.59965376,0,33.99913438,0,176.7954988,0,13.59965376,0,0,0,700.3821684,6.799826878,0,0,0,27.19930751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,MNTFEA,08:25:00,13.529,61,77.8,50,0.04,102.7,10.7,7.92,5.6,1.2,0.41,13965,14518,NA,NA,1.050446912
ACCSAC3_2/25/2019_7:10,0,10.73386883,16.10080324,515.225704,0,0,59.03627857,16.10080324,80.50401624,0,42.93547533,0,26.83467208,21.46773766,123.4394915,0,139.5402948,10.73386883,42.93547533,0,0,0,0,0,0,0,0,112.7056228,0,0,16.10080324,5.366934416,0,0,5.366934416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,ACCSAC3,07:10:00,9.044,107.6,154.6,100,0.07,90.5,10.45,7.37,31.08,2.75,0.79,14310,14887,2,NA,1.096035928
MNTEB1_4/30/2019_9:00,0,185.6940377,46.42350942,3110.375131,0,0,46.42350942,0,0,0,0,0,510.6586037,0,3110.375131,0,3203.22215,0,139.2705283,0,0,0,5060.162527,0,0,0,0,1160.587736,0,0,0,0,0,0,0,0,0,0,0,0,46.42350942,0,0,0,0,0,0,0,0,0,0,NA,NA,MNTEB1,09:00:00,21.466,249.5,267.4,174,0.13,67.3,5.92,7.2,12.58,8.65,0.43,14521,15088,NA,NA,1.077040504
ACC_11/26/2018_7:50,0,42.18290039,239.0364355,1434.218613,0,70.30483398,14.0609668,0,28.12193359,0,0,0,210.9145019,0,239.0364355,0,337.4632031,0,182.7925684,0,0,0,42.18290039,0,0,0,14.0609668,154.6706347,14.0609668,0,0,0,0,0,0,0,0,0,0,0,14.0609668,0,0,0,0,0,0,0,0,0,0,NA,NA,ACC,07:50:00,12.34,173.5,228.6,159,0.11,69.3,7.22,6.86,17.39,4.34,0.83,14526,15150,2,NA,1.185314417
ACCSAC2_2/25/2019_7:20,4.507214014,18.02885606,13.52164204,477.7646855,0,0,58.59378219,18.02885606,90.14428028,0,36.05771211,0,27.04328409,49.57935416,103.6659223,0,171.2741325,0,54.08656817,0,0,0,9.014428028,0,4.507214014,0,0,175.7813466,0,0,13.52164204,13.52164204,0,4.507214014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,ACCSAC2,07:20:00,9.071,118.6,170.3,111,0.08,89.5,10.32,7.28,41.58,3.38,0.88,14921,15505,2,NA,1.109332724
SFTSAC_4/30/2019_9:45,0,116.4328018,66.53302962,748.4965832,0,0,16.6332574,0,49.89977221,0,0,0,1247.494305,0,1596.792711,0,116.4328018,0,33.26651481,0,0,0,49.89977221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,SFTSAC,09:45:00,18.167,144.5,166.1,108,0.08,92.5,8.72,7.67,19.71,2.26,0.3,15088,15721,NA,NA,1.202410298
MNTFEA_11/26/2018_8:20,0,5.705663998,5.705663998,439.3361278,0,11.411328,148.3472639,0,0,0,0,0,5.705663998,0,0,0,62.76230398,0,0,0,0,0,11.411328,0,0,0,0,524.9210878,0,0,5.705663998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,MNTFEA,08:20:00,11.454,79.3,106.8,69,0.05,99.2,10.82,7.51,2.08,8.32,0.88,15151,15843,2,NA,1.314483296
ACCSAC1_2/25/2019_7:30,0,28.15201053,28.15201053,315.9281182,0,12.51200468,15.64000585,0,46.92001755,0,3.128001169,0,43.79201638,0,78.20002924,0,100.0960375,0,34.40801287,0,0,0,31.28001169,3.128001169,0,0,0,93.84003509,0,0,3.128001169,6.25600234,0,0,6.25600234,0,3.128001169,0,0,6.25600234,3.128001169,0,0,9.384003509,0,0,0,0,0,0,0,NA,NA,ACCSAC1,07:30:00,8.918,72.1,103.9,68,0.05,95.1,11,7.32,15.48,1.82,0.71,15506,16067,1,NA,1.06564325
RRSAC2A_4/30/2019_10:15,0,11.53467566,23.06935131,582.5011205,0,0,11.53467566,0,11.53467566,0,0,0,103.8120809,0,380.6442966,0,34.60402697,0,11.53467566,0,0,0,51.90604045,0,0,0,0,34.60402697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,RRSAC2A,10:15:00,18.782,149.4,169.4,110,0.08,91.9,8.55,7.65,19.85,3.56,0.2,15740,16392,NA,NA,1.238501603
MNTEB1_11/26/2018_9:50,0,41.78115908,83.56231816,960.9666588,0,0,83.56231816,0,459.5927499,0,0,0,1796.58984,0,334.2492727,0,83.56231816,0,41.78115908,0,0,41.78115908,41.78115908,41.78115908,0,0,41.78115908,9846.426349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,MNTEB1,09:50:00,12.481,205.4,269.7,175,0.13,41.4,4.37,7.11,7.28,2.24,0.63,15852,16392,2,NA,1.025752861
ACC_2/25/2019_7:40,0,140.6526022,180.83906,3034.077562,0,40.18645778,40.18645778,0,442.0510355,0,0,0,140.6526022,140.6526022,180.83906,0,1185.500504,0,200.9322889,0,0,0,0,0,0,0,0,462.1442644,0,0,0,60.27968666,0,0,0,0,0,0,20.09322889,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,ACC,07:40:00,9.115,185.5,266,173,0.13,75.4,8.66,6.88,118.56,6.3,1.3,16072,16727,3,NA,1.24420023
SFTSAC_11/26/2018_10:50,0,0,1321.51268,2330.667818,0,24.02750328,48.05500656,0,0,0,0,0,1874.145256,0,360.4125492,0,216.2475295,0,0,0,0,0,0,0,0,0,0,1105.265151,0,0,0,0,0,72.08250984,0,0,24.02750328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,SFTSAC,10:50:00,12.576,133.2,174.5,113,0.08,91.2,9.7,7.57,4.37,2.03,0.51,16388,17014,2,NA,1.189113502
RGSAC_4/30/2019_11:00,0,83.03510992,0,892.6274316,0,0,20.75877748,10.37938874,10.37938874,0,0,10.37938874,259.4847185,134.9320536,934.1449865,0,83.03510992,0,0,0,0,0,0,0,0,0,0,72.65572118,0,0,0,10.37938874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.37938874,0,NA,NA,RGSAC,11:00:00,18.983,149.3,168.6,110,0.08,90.6,8.44,7.5,21.29,3.61,0.25,16394,17028,NA,NA,1.204309841
MNTFEA_2/25/2019_8:20,0,10.81546167,5.407730836,124.3778092,0,10.81546167,97.33915504,0,21.63092335,0,0,0,10.81546167,0,59.48503919,10.81546167,124.3778092,0,16.22319251,0,0,0,0,5.407730836,0,0,0,811.1596254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,MNTFEA,08:20:00,10.139,76.1,106.1,69,0.05,66.4,7.42,7.23,9.22,1.85,0.67,16722,17371,1,NA,1.232802976
RRSAC1_11/26/2018_11:40,0,0,117.1647661,378.1226543,0,10.65134237,26.62835593,0,0,0,0,0,532.5671188,0,53.25671188,0,10.65134237,0,0,0,0,0,26.62835593,0,0,0,0,197.049834,0,0,0,0,0,10.65134237,0,0,0,0,0,0,0,10.65134237,0,0,0,0,0,0,0,0,0,NA,NA,RRSAC1,11:40:00,12.457,132,173.4,113,0.08,91.8,9.78,7.43,5.59,2.84,0.59,17016,17675,1,NO RRSAC2 B/C NO RR PUMP RUNNING,1.251798399
KLOG_4/30/2019_11:25,0,7.362833523,0,357.0974258,0,3.681416761,11.04425028,0,3.681416761,0,3.681416761,0,47.8584179,25.76991733,220.8850057,0,279.7876739,84.67258551,18.40708381,0,0,0,22.08850057,7.362833523,3.681416761,14.72566705,0,44.17700114,0,0,3.681416761,0,0,0,0,0,0,3.681416761,0,0,0,0,0,0,0,0,0,0,0,7.362833523,0,NA,NA,KLOG,11:25:00,18.897,150,169.7,110,0.08,92.8,8.62,7.55,11.09,7.34,0.39,17027,17599,NA,NA,1.086538216
MNTEB1_2/25/2019_9:20,0,4.724000323,14.17200096,155.8920107,0,14.17200096,28.34400194,0,14.17200096,0,0,0,127.5480087,0,4.724000323,0,434.6080297,0,23.62000161,0,0,0,56.68800387,0,0,0,0,89.75600612,0,0,9.448000649,0,0,0,0,0,9.448000649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,MNTEB1,09:20:00,9.767,131.7,185.5,121,0.09,77.6,8.8,7.28,35.99,4.78,0.87,17421,18018,1,NA,1.134026774
RGSAC_11/26/2018_12:25,0,4.575772246,54.90926695,302.0009682,0,18.30308898,22.87886123,0,22.87886123,0,0,0,416.3952744,0,114.3943062,0,50.3334947,0,9.151544489,0,0,4.575772246,18.30308898,13.72731674,0,0,0,192.1824343,0,0,9.151544489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,RGSAC,12:25:00,12.532,132.7,174.1,113,0.08,91.8,9.77,7.67,5.33,1.92,0.52,17690,18457,1,NA,1.456948971
KLOGB_4/30/2019_11:30,0,0,1559.829605,10918.80723,0,0,0,0,0,0,0,0,5459.403616,779.9148023,49914.54735,0,111527.8167,0,5459.403616,0,0,0,145064.1533,3119.659209,0,0,0,105288.4983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,KLOGB,11:30:00,23.425,690.1,713.1,464,0.35,68.2,5.75,7.52,30.34,18.91,1.15,17768,18173,NA,NA,0.769314646
